Source,Target,weight,isDirectional
208,8576,0.7692307692307694,True
208,9428,0.7692307692307694,True
209,1276,0.8593378488473195,True
209,2591,0.8153742483272114,True
209,4649,0.7635417155709334,True
209,5307,0.7412493166611013,True
209,7181,0.7442084075352507,True
213,389,0.7453559924999297,True
213,1285,0.7877263614433762,True
213,1463,0.8140915784106942,True
213,1747,0.8391463916782735,True
213,1983,0.7911548052852398,True
213,2197,0.7514691493021793,True
213,2403,0.7999999999999998,True
213,2508,0.7877263614433762,True
213,2534,0.7514691493021793,True
213,2905,0.7745966692414833,True
213,3361,0.8660254037844386,True
213,3371,0.7514691493021793,True
213,3609,0.828078671210825,True
213,4021,0.7888106377466154,True
213,5044,0.7877263614433762,True
213,5759,0.7505553499465134,True
213,9619,0.8666666666666665,True
215,342,0.7857142857142858,True
215,369,0.7778444682625973,True
215,583,0.7715167498104595,True
215,1481,0.7715167498104595,True
215,2773,0.8486684247915055,True
215,4218,0.7778444682625973,True
215,4391,0.7857142857142858,True
215,4770,0.7778444682625973,True
215,5038,0.8189230248533257,True
215,5057,0.9074852129730302,True
215,5723,0.7778444682625973,True
215,5857,0.7715167498104595,True
215,5944,0.8894991799933215,True
215,8544,0.7778444682625973,True
215,9302,0.7857142857142858,True
216,280,0.787726361443376,True
216,1547,0.7692307692307694,True
216,2947,0.76271276980969,True
216,3440,0.7844645405527362,True
216,4970,0.76271276980969,True
216,6766,0.76271276980969,True
216,8041,0.76271276980969,True
216,8597,0.7442084075352507,True
216,8940,0.76271276980969,True
216,9316,0.7412493166611013,True
222,1817,0.7412493166611012,True
222,3349,0.7590721152765896,True
222,4429,0.7778444682625973,True
222,5077,0.7778444682625973,True
222,5838,0.7581753965757455,True
222,6025,0.7581753965757455,True
225,1141,0.7412493166611013,True
225,8754,0.7442084075352507,True
228,3704,0.7559289460184544,True
228,4425,0.7660323462854265,True
228,4936,0.7905694150420949,True
228,5093,0.7660323462854265,True
228,5644,0.7715167498104595,True
228,6493,0.7559289460184544,True
228,7009,0.7559289460184544,True
228,7942,0.7559289460184544,True
228,9424,0.7911548052852398,True
228,9437,0.8229511997978235,True
232,5025,0.7412493166611013,True
232,5268,0.7692307692307694,True
234,1290,0.76271276980969,True
234,7967,0.76271276980969,True
234,8453,0.7844645405527362,True
234,8847,0.7412493166611013,True
234,9122,0.7412493166611013,True
234,9197,0.7526178090063818,True
234,9308,0.7412493166611013,True
236,643,0.7590721152765896,True
236,663,0.7559289460184545,True
236,2255,0.7590721152765896,True
236,2277,0.7857142857142858,True
236,4143,0.7778444682625973,True
236,4932,0.7590721152765896,True
236,7386,0.8189230248533257,True
236,9009,0.7559289460184545,True
239,4,0.7509392614826383,True
239,156,0.7894736842105264,True
239,587,0.7570332986102252,True
239,1377,0.7509392614826383,True
239,1978,0.7509392614826383,True
239,3847,0.7570332986102252,True
239,5644,0.8010018789148141,True
239,7521,0.7789808377045201,True
240,2658,0.7142857142857143,True
240,3839,0.7349684152591671,True
240,6598,0.7349684152591671,True
240,7572,0.7252406676228422,True
240,8279,0.7252406676228422,True
240,9022,0.7412493166611012,True
242,917,0.7745966692414833,True
242,948,0.7745966692414833,True
242,1594,0.7784989441615229,True
242,2662,0.7999999999999998,True
242,3147,0.7999999999999998,True
242,3427,0.828078671210825,True
242,3959,0.8391463916782735,True
242,3964,0.7745966692414833,True
242,4061,0.828078671210825,True
242,5092,0.7745966692414833,True
242,5173,0.7911548052852398,True
242,7258,0.8391463916782735,True
242,7503,0.7911548052852398,True
242,7921,0.8520128672302584,True
242,8597,0.808290376865476,True
242,8746,0.8140915784106942,True
242,9051,0.7745966692414833,True
242,9566,0.7745966692414833,True
242,9570,0.7911548052852398,True
243,846,0.7882407813680822,True
243,1327,0.75,True
243,1343,0.7276068751089989,True
243,2105,0.7276068751089989,True
243,2562,0.8488746876271653,True
243,3031,0.8249579113843054,True
243,3438,0.75,True
243,6708,0.7660323462854265,True
248,1587,0.7412493166611013,True
248,6808,0.807207352795575,True
248,7474,0.76271276980969,True
248,7867,0.7692307692307694,True
248,8302,0.76271276980969,True
248,8410,0.7844645405527362,True
248,9454,0.7692307692307694,True
250,208,0.7526178090063818,True
250,3571,0.7537783614444091,True
250,3645,0.8058229640253805,True
250,4219,0.7537783614444091,True
250,5001,0.778498944161523,True
250,5608,0.7833494518006403,True
